"gender","year","state","scale.score.reading","SE.reading","scale.score.math","SE.math","grade","region"
"all","2005","California",206.512026480797,0.704409695028264,230.366957499,0.583564682709443,4,"West"
"all","2005","Colorado",223.656130003748,1.13555150735511,239.21587446298,1.08246479944433,4,"West"
"all","2005","Connecticut",225.753019686927,1.02416771895094,242.120732361742,0.782125179063703,4,"Northeast"
"all","2005","Delaware",225.83845909292,0.780491024511275,239.716912377166,0.461125689020301,4,"South"
"all","2005","District of Columbia",190.78735568684,0.976333360766822,211.122298531209,0.764536179177427,4,"South"
"all","2005","DoDEA",226.128454560383,0.63659301158039,238.77619261413,0.508735489306564,4,"Other"
"all","2005","Florida",219.465222176412,0.930744837407277,238.930649601433,0.663783762729903,4,"South"
"all","2005","Georgia",214.430920543413,1.2145680477971,233.635737790752,0.966837480187378,4,"South"
"all","2005","Hawaii",209.578767644628,1.01046989157732,230.096875403391,0.836208221509186,4,"West"
"all","2005","Idaho",221.85951138201,0.866681205227815,241.650115742865,0.735678868775992,4,"West"
"all","2005","Illinois",216.489719991402,1.17414958529559,233.067493972686,0.980429526425936,4,"Midwest"
"all","2005","Indiana",218.072533254427,1.07241339771307,240.069098810468,0.846150418261908,4,"Midwest"
"all","2005","Iowa",220.809400187707,0.908708515612688,239.880801811134,0.718423130987117,4,"Midwest"
"all","2005","Kansas",220.468749319458,1.2669023594728,245.782046485738,0.951403363512225,4,"Midwest"
"all","2005","Kentucky",219.926817858434,1.07420055821835,231.492305367483,0.853167697620763,4,"South"
"all","2005","Louisiana",209.165658287644,1.30764352277866,230.231196413486,0.884016739381622,4,"South"
"all","2005","Maine",224.577772170376,0.944350708941666,240.691459684627,0.816892181233926,4,"Northeast"
"all","2005","Maryland",220.02958576565,1.26487282986061,238.421706736664,1.03230257744089,4,"South"
"all","2005","Massachusetts",231.279439344407,0.875188309073083,247.33704896217,0.816094187187393,4,"Northeast"
"all","2005","Michigan",218.260689053895,1.48809348894796,237.706002988511,1.20352343054182,4,"Midwest"
"all","2005","Minnesota",225.226578117864,1.28389169198106,245.746191132071,0.962901461400819,4,"Midwest"
"all","2005","Mississippi",204.393607049303,1.34971157438512,226.698844722803,0.900300966714974,4,"South"
"all","2005","Missouri",221.16862279503,0.934905449731257,235.035547623939,0.874162712769926,4,"Midwest"
"all","2005","Montana",224.552179792932,1.1328213170715,240.575488552507,0.798088166701062,4,"West"
"all","2005","Nebraska",221.377462774998,1.16425133178478,237.706178475691,0.857819531918517,4,"Midwest"
"all","2005","Nevada",207.186974378559,1.21931758509518,229.87159551388,0.79957358014662,4,"West"
"all","2005","New Hampshire",227.438324133747,0.916734352559876,245.625926399787,0.845893103630707,4,"Northeast"
"all","2005","New Jersey",223.298393451738,1.28345565293302,243.978931397732,1.12707352334601,4,"Northeast"
"all","2005","New Mexico",206.791620706099,1.2724211672751,224.027218256997,0.844204157046655,4,"West"
"all","2005","New York",222.695200017251,1.04596701214993,238.173976704232,0.854530482893884,4,"Northeast"
"all","2005","North Carolina",217.134448665244,1.03819174953882,241.235549328958,0.859541269212422,4,"South"
"all","2005","North Dakota",224.810846710111,0.660961135421578,242.736995059317,0.499745025057952,4,"Midwest"
"all","2005","Ohio",222.533253783097,1.35482326406327,242.105935222061,1.00044487785069,4,"Midwest"
"all","2005","Oklahoma",213.861450098821,1.08734459314967,233.95532879955,0.972278223765502,4,"South"
"all","2005","Oregon",216.899980219675,1.38300889573739,238.324930566673,0.791414747318788,4,"West"
"all","2005","Pennsylvania",222.771980355527,1.31033148872065,240.572963311007,1.171239812341,4,"Northeast"
"all","2005","Rhode Island",216.439867333869,1.19548403098976,233.436772307714,0.934825735370507,4,"Northeast"
"all","2005","South Carolina",213.203507177181,1.33006857649005,238.302675325314,0.880205205001781,4,"South"
"all","2005","South Dakota",222.398692098453,0.543790993396582,241.594186083007,0.506899042460842,4,"Midwest"
"all","2005","Tennessee",214.221269348578,1.43524373265291,231.688079714459,1.2237202509422,4,"South"
"all","2005","Texas",218.733823976846,0.796945910149815,241.990916323988,0.57657149194659,4,"South"
"all","2005","Utah",221.310927118758,1.04898335414764,238.797423758414,0.776449705279162,4,"West"
"all","2005","Vermont",226.886251005992,0.878290937610302,243.528855394293,0.532402370431309,4,"Northeast"
"all","2005","Virginia",225.81371068134,0.812022116122022,240.497568178325,0.926523598527082,4,"South"
"all","2005","Washington",223.486397868759,1.13139516433424,241.684674518239,0.916449091333395,4,"West"
"all","2005","West Virginia",214.767066412741,0.827209525944847,230.843267916573,0.738167595455265,4,"South"
"all","2005","Wisconsin",221.164226543439,0.987981035661723,240.568581924116,0.937207363867531,4,"Midwest"
"all","2005","Wyoming",223.262145963811,0.739050497671283,242.955913765367,0.613587683408231,4,"West"
"all","2007","Alabama",216.38895388449,1.25593193463829,228.520017965925,1.31490665952002,4,"South"
"all","2007","Alaska",214.476954408027,1.03074816616723,237.273893219325,0.974269754186676,4,"West"
"all","2007","Arizona",209.520624281702,1.55385165030799,231.936933545338,1.00250065955434,4,"West"
"all","2007","Arkansas",217.027817745061,1.1511939597163,237.670687444943,1.10000735579096,4,"South"
"all","2007","California",208.52218596155,0.954979185637074,230.034091233638,0.689442157645992,4,"West"
"all","2007","Colorado",223.732652896462,1.08216064780319,240.205890246617,1.03735065003588,4,"West"
"all","2007","Connecticut",227.203649213779,1.34116295280336,242.755646830159,1.08826152565838,4,"Northeast"
"all","2007","Delaware",225.070542301849,0.701997811029235,241.794894891207,0.401433437971599,4,"South"
"all","2007","District of Columbia",197.085950395474,0.852252574218305,213.698898810354,0.810653580520908,4,"South"
"all","2007","DoDEA",229.176850007604,0.537721957602813,240.084553748664,0.434373067162057,4,"Other"
"all","2007","Florida",223.534926816656,0.823831396949669,242.02025001893,0.777353078286816,4,"South"
"all","2007","Georgia",218.888171260588,0.929911906635053,235.209017091471,0.794599069398876,4,"South"
"all","2007","Hawaii",213.496554967804,1.05231362144654,234.286134982354,0.786493682912465,4,"West"
"all","2007","Idaho",223.404065315834,0.818529385160755,240.90284353732,0.715167116895214,4,"West"
"all","2007","Illinois",219.386811378061,1.19831026573429,237.287041319371,1.05481481735494,4,"Midwest"
"all","2007","Indiana",221.673092302826,0.908756580101807,245.144254956403,0.824458430671461,4,"Midwest"
"all","2007","Iowa",224.894795386947,1.10019023344346,242.819589303779,0.823700721478061,4,"Midwest"
"all","2007","Kansas",224.658362200921,1.07294865396698,247.923654192161,0.888888208766911,4,"Midwest"
"all","2007","Kentucky",222.432314246177,1.11481108375502,235.087920190601,0.900003729103284,4,"South"
"all","2007","Louisiana",207.406805529699,1.5754977151095,230.043119251121,0.955504392321522,4,"South"
"all","2007","Maine",225.544045784741,0.850591381366169,242.370603982666,0.823933461692872,4,"Northeast"
"all","2007","Maryland",224.781265126508,1.09972080000037,240.328230691379,0.933486100426036,4,"South"
"all","2007","Massachusetts",235.753462061818,1.07456606517365,252.430319790792,0.828677754605395,4,"Northeast"
"all","2007","Michigan",220.11845283265,1.36691250714361,237.605553465148,1.25082816782038,4,"Midwest"
"all","2007","Minnesota",224.917004310155,1.14540090909342,246.997762406425,1.04019125918851,4,"Midwest"
"all","2007","Mississippi",207.809518812675,1.03698739800577,227.612377077088,1.01085009256331,4,"South"
"all","2007","Missouri",220.776827870135,1.08089572400814,239.411102894897,0.919112367402785,4,"Midwest"
"all","2007","Montana",226.666532587484,0.955860502558173,243.618811261651,0.752922438464324,4,"West"
"all","2007","Nebraska",222.902554305927,1.28198012593947,238.040808639328,1.11825410693009,4,"Midwest"
"all","2007","Nevada",210.819009123413,1.17963821870631,231.781600510466,0.892559244962868,4,"West"
"all","2007","New Hampshire",229.017173352409,0.916014096518223,248.571526557139,0.801628301739615,4,"Northeast"
"all","2007","New Jersey",230.64697200838,1.20180315761271,248.621522373251,1.07648390135084,4,"Northeast"
"all","2007","New Mexico",211.631884615174,1.28394389472554,228.064312841995,0.931064897217383,4,"West"
"all","2007","New York",223.752027289559,1.01639829933473,242.543018179643,0.787331032649917,4,"Northeast"
"all","2007","North Carolina",217.934042613497,0.939155927267659,241.617994022296,0.764766021036008,4,"South"
"all","2007","North Dakota",226.325481086957,0.894556619552353,245.415854173904,0.505616536141572,4,"Midwest"
"all","2007","Ohio",225.666987806902,1.12536649038581,244.532731712557,1.03386411391153,4,"Midwest"
"all","2007","Oklahoma",216.955654036521,1.12944346857246,236.80219418762,0.79790706193564,4,"South"
"all","2007","Oregon",215.01732344377,1.40407396905478,236.039657297687,0.973260817023661,4,"West"
"all","2007","Pennsylvania",226.353658210298,1.01621520623893,244.001273492789,0.780201387573111,4,"Northeast"
"all","2007","Rhode Island",218.761444851879,0.974101250103775,235.877935752212,0.862535581516057,4,"Northeast"
"all","2007","South Carolina",213.836527211386,1.17125873218051,237.107411454244,0.830231117018874,4,"South"
"all","2007","South Dakota",223.398526687997,1.04600705962805,241.213428581694,0.656492636897761,4,"Midwest"
"all","2007","Tennessee",215.749268590355,1.22561694385845,232.753710108317,0.876349865092549,4,"South"
"all","2007","Texas",219.604313050316,0.860068332542533,242.339759859575,0.687073984913029,4,"South"
"all","2007","Utah",221.261428128739,1.20729131378595,239.404988906962,0.901475006954283,4,"West"
"all","2007","Vermont",228.248538219188,0.841117106320173,246.357404957214,0.518044915907646,4,"Northeast"
"all","2007","Virginia",227.136724852212,1.11983699919167,243.521129783216,0.881228377023616,4,"South"
"all","2007","Washington",223.999336825378,1.37483068351658,242.542231984714,0.972717213157145,4,"West"
"all","2007","West Virginia",215.130555459311,1.08622177850535,236.337805800167,0.863783219711568,4,"South"
"all","2007","Wisconsin",223.318009810876,1.16952189144948,244.181214196835,0.911124732354938,4,"Midwest"
"all","2007","Wyoming",225.289483281059,0.518328702252387,243.866915064284,0.455566745967257,4,"West"
"all","2009","Alabama",216.273355869774,1.23801054856102,227.962650411086,1.10656057926679,4,"South"
"all","2009","Alaska",211.127368273139,1.24858823231704,237.212284336122,0.892003163314195,4,"West"
"all","2009","Arizona",209.989269506089,1.23118550696241,229.991105224216,1.05619093515654,4,"West"
"all","2009","Arkansas",216.151581392988,1.09233208479648,237.540591911574,0.851995103562748,4,"South"
"all","2009","California",209.762405377999,1.49032856783742,231.674927207631,1.19499723238363,4,"West"
"all","2009","Colorado",225.696640590332,1.17591838424257,243.132439997085,1.0044872799461,4,"West"
"all","2009","Connecticut",228.972116699409,1.10162860318404,244.717742733409,0.98078205119862,4,"Northeast"
"all","2009","Delaware",225.513086784412,0.523406940001758,239.490569439364,0.515747221327422,4,"South"
"all","2009","District of Columbia",201.984637739722,0.997323967683475,219.260141025805,0.690413807653827,4,"South"
"all","2009","DoDEA",228.315223698815,0.530412210260388,240.289072598969,0.507773741615293,4,"Other"
"all","2009","Florida",225.673407344794,0.956177339194243,241.944909379496,0.970382779206891,4,"South"
"all","2009","Georgia",217.848105733688,1.13522922091899,236.029572886478,0.878849699208459,4,"South"
"all","2009","Hawaii",210.61641868594,1.03528491613207,235.679780829025,1.07217893685537,4,"West"
"all","2009","Idaho",221.022924421352,0.901869605146344,241.042802304013,0.768370924192184,4,"West"
"all","2009","Illinois",219.16577996227,1.42095307901781,238.28566884936,1.03475651643508,4,"Midwest"
"all","2009","Indiana",222.659480848241,1.09454305702962,242.616809561118,0.891529420143003,4,"Midwest"
"all","2009","Iowa",221.422298113147,1.16524836911699,242.595644002577,0.843450205995499,4,"Midwest"
"all","2009","Kansas",223.924213283757,1.34638010003317,245.308653571101,0.995138187128256,4,"Midwest"
"all","2009","Kentucky",225.606242400736,1.06890119310533,238.835902308004,1.05381464612914,4,"South"
"all","2009","Louisiana",207.486137163094,1.12234424996228,229.432455453722,1.00923670045453,4,"South"
"all","2009","Maine",223.790428000088,0.942684780227238,244.455732753958,0.811745595160384,4,"Northeast"
"all","2009","Maryland",226.047783920533,1.41058869342554,243.795041028457,0.924880704088502,4,"South"
"all","2009","Massachusetts",233.749463106304,1.10849288609191,252.254789700548,0.881118048862856,4,"Northeast"
"all","2009","Michigan",218.235550344419,1.04687694250587,236.279719737382,0.98816817589293,4,"Midwest"
"all","2009","Minnesota",223.336661773101,1.33322746131065,249.455534206082,1.1473069455456,4,"Midwest"
"all","2009","Mississippi",210.506517536678,1.10293426315182,227.262260849183,0.968030059766142,4,"South"
"all","2009","Missouri",223.842357778696,1.14909325467966,240.684380944942,1.16857090408521,4,"Midwest"
"all","2009","Montana",224.651750127955,0.837928115842505,244.400751913997,0.732486746408682,4,"West"
"all","2009","Nebraska",222.523307331545,1.04231213786581,238.748463363704,1.00152352536216,4,"Midwest"
"all","2009","Nevada",211.140588986901,1.09036410628917,235.152273891367,0.853775312786571,4,"West"
"all","2009","New Hampshire",229.144520432665,1.00226581798896,251.071752631735,0.767856847606332,4,"Northeast"
"all","2009","New Jersey",229.394486392659,0.945278027751912,246.52986977978,1.00505034622038,4,"Northeast"
"all","2009","New Mexico",207.645730781769,1.36712826768043,230.029589245712,1.02636820306955,4,"West"
"all","2009","New York",224.368748848311,0.970791705048447,240.641098758037,0.716634394786617,4,"Northeast"
"all","2009","North Carolina",219.296045907462,1.08815134133886,243.778460132033,0.841550107353546,4,"South"
"all","2009","North Dakota",225.967471901352,0.799155151888766,245.18952627083,0.552860724560767,4,"Midwest"
"all","2009","Ohio",224.532178118541,1.14656019055515,243.687552859397,1.14860436917817,4,"Midwest"
"all","2009","Oklahoma",217.190627559253,1.08428131303285,236.780985587581,0.886745424711787,4,"South"
"all","2009","Oregon",218.142340516871,1.19598224626361,238.032327247651,0.8863774126952,4,"West"
"all","2009","Pennsylvania",223.679439884658,1.41776308225582,243.58787315025,1.07286486435393,4,"Northeast"
"all","2009","Rhode Island",222.704885161548,1.09165082756192,238.766859093511,0.819136717805846,4,"Northeast"
"all","2009","South Carolina",215.942298236521,1.08638882892964,235.668302476928,0.892563329037964,4,"South"
"all","2009","South Dakota",222.166592778336,0.648523199578307,242.097789760041,0.493873951300379,4,"Midwest"
"all","2009","Tennessee",216.737811108148,1.16583310598467,231.825486199848,1.06322574622569,4,"South"
"all","2009","Texas",218.858272374458,1.21638927448648,240.464623710389,0.74649317783898,4,"South"
"all","2009","Utah",219.204130166973,1.01711582044712,240.318712615955,0.994778597004189,4,"West"
"all","2009","Vermont",228.735783571246,0.791366105047381,247.767226051132,0.439903330569152,4,"Northeast"
"all","2009","Virginia",226.527567976704,1.22865485255579,243.0712968888,0.988601877271769,4,"South"
"all","2009","Washington",221.330110400417,1.18859821246753,242.257091212754,0.84507423032584,4,"West"
"all","2009","West Virginia",214.520200208315,1.03436023625323,232.983144485532,0.815372835183135,4,"South"
"all","2009","Wisconsin",220.135540597472,1.1265585405459,243.585253522635,0.853155111200331,4,"Midwest"
"all","2009","Wyoming",222.652196329999,0.666311404017272,242.009195680162,0.571070412141415,4,"West"
"all","2011","Alabama",220.273413326721,1.34302713323274,231.286019035945,1.02957405622637,4,"South"
"all","2011","Alaska",207.92369589694,1.11161473568459,236.359658026107,0.864161248194189,4,"West"
"all","2011","Arizona",212.395049942915,1.21360473153324,235.157597045644,1.08608728513507,4,"West"
"all","2011","Arkansas",216.51486397475,1.01471263444538,237.810156979715,0.752365509948232,4,"South"
"all","2011","California",211.35863599994,1.84742265875587,234.164993212459,1.39172443012193,4,"West"
"all","2011","Colorado",223.433843627772,1.25026257805549,244.456097110102,0.918684385415378,4,"West"
"all","2011","Connecticut",227.427304253836,1.29271472172463,242.413406903396,1.26728008572563,4,"Northeast"
"all","2011","Delaware",225.130511094607,0.728233172157091,240.359832433478,0.550599244535533,4,"South"
"all","2011","District of Columbia",200.627987932281,0.798916395061342,221.808283121753,0.686193056273985,4,"South"
"all","2011","DoDEA",229.483530711783,0.465835253892881,240.820965653671,0.434558957149137,4,"Other"
"all","2011","Florida",224.528585389604,1.11606756501973,239.826451038787,0.825734546861851,4,"South"
"all","2011","Georgia",220.810720110917,1.06526064567787,238.366542086539,0.735887733900407,4,"South"
"all","2011","Hawaii",213.61457117423,0.982230093159982,238.82192776062,0.662632627696345,4,"West"
"all","2011","Idaho",220.82977062234,0.768178259704026,240.328832465338,0.639073880669514,4,"West"
"all","2011","Illinois",219.357498259988,1.08015281243281,238.836878932328,1.06006725705498,4,"Midwest"
"all","2011","Indiana",220.731342685885,0.876439809925476,243.836875966553,1.0069407668817,4,"Midwest"
"all","2011","Iowa",220.707446954895,0.793487231879066,242.604872948472,0.785717471696655,4,"Midwest"
"all","2011","Kansas",223.565091158237,1.04529508531123,246.255334791443,0.901390007487793,4,"Midwest"
"all","2011","Kentucky",225.13506287333,1.03628105668718,240.83070024317,0.801106737675854,4,"South"
"all","2011","Louisiana",210.410726308503,1.39418033533067,230.778869270132,1.0442533320093,4,"South"
"all","2011","Maine",222.037332207637,0.719705657822173,244.257016536718,0.708013043913952,4,"Northeast"
"all","2011","Maryland",230.782841211696,0.881032955460541,247.106555813795,0.888208193660796,4,"South"
"all","2011","Massachusetts",236.773866580369,0.983249303071263,253.39645576405,0.793314118610845,4,"Northeast"
"all","2011","Michigan",218.860810368135,1.16376057788581,236.402213706507,1.0535732949073,4,"Midwest"
"all","2011","Minnesota",222.308672369804,1.23620515921639,249.186686145154,0.883571214668741,4,"Midwest"
"all","2011","Mississippi",209.188020129765,1.194830988576,229.868022217831,0.911916551771625,4,"South"
"all","2011","Missouri",220.346171042259,0.931701756400772,240.494831043156,0.853031008786746,4,"Midwest"
"all","2011","Montana",225.144216219664,0.639448037352406,243.796606541624,0.60860330146656,4,"West"
"all","2011","Nebraska",223.311726013091,0.959494038479836,239.803268650576,0.987363829417374,4,"Midwest"
"all","2011","Nevada",212.575191683097,1.03173679418704,237.031878873139,0.766273047757091,4,"West"
"all","2011","New Hampshire",230.392676367953,0.756047916366085,251.77883682247,0.610672738754417,4,"Northeast"
"all","2011","New Jersey",231.23762972371,1.23530937272839,248.004162561751,0.948137888183497,4,"Northeast"
"all","2011","New Mexico",208.01411935219,1.03903123374089,232.840370734081,0.756208416244324,4,"West"
"all","2011","New York",222.493810944088,1.06887899658974,237.519942618542,0.792959617526527,4,"Northeast"
"all","2011","North Carolina",221.356963571717,1.16516762271448,244.517900763882,0.699378372264668,4,"South"
"all","2011","North Dakota",225.57752634611,0.53532266184543,245.156415994783,0.432520674652063,4,"Midwest"
"all","2011","Ohio",223.82821391211,0.97034441051474,244.038621552155,0.78943245652721,4,"Midwest"
"all","2011","Oklahoma",215.477585729834,1.11464896852364,237.429082274302,0.785183043072651,4,"South"
"all","2011","Oregon",216.440154381689,1.10296025311182,236.914497047468,0.879492285512647,4,"West"
"all","2011","Pennsylvania",227.23646319431,1.2227582191242,245.654910289272,1.14085230231577,4,"Northeast"
"all","2011","Rhode Island",222.481596913528,0.766068668684777,241.624774676562,0.698826269788963,4,"Northeast"
"all","2011","South Carolina",214.899808914466,1.18085895183811,237.303024975307,0.986063101407279,4,"South"
"all","2011","South Dakota",219.814446299081,0.897509380497039,240.979792262817,0.641228180197831,4,"Midwest"
"all","2011","Tennessee",214.640214936919,1.11881786683002,232.901116982931,0.881154311038159,4,"South"
"all","2011","Texas",218.320844616792,1.50343585627343,241.10179365066,1.12182570732878,4,"South"
"all","2011","Utah",220.416034483137,0.991262314218224,242.537513114531,0.813410948108088,4,"West"
"all","2011","Vermont",226.771642682085,0.621771180586668,246.639729922321,0.456261145220355,4,"Northeast"
"all","2011","Virginia",226.37843469424,1.13992905287961,245.333618143766,0.840663488915973,4,"South"
"all","2011","Washington",220.528787972156,1.14861800734143,243.182884658018,0.944077161203772,4,"West"
"all","2011","West Virginia",214.386024190084,0.783544788156413,234.655806758932,0.65832350721874,4,"South"
"all","2011","Wisconsin",221.239906872372,0.82972442861092,244.691865519641,0.820867817061275,4,"Midwest"
"all","2011","Wyoming",224.062278090794,0.761165301776187,243.874435027563,0.447639933897616,4,"West"
"all","2013","Alabama",218.57595339188,1.15513153816785,232.861332466148,1.00571190810609,4,"South"
"all","2013","Alaska",209.347288173954,0.987391057291695,236.122004416339,0.838395182226248,4,"West"
"all","2013","Arizona",213.134131480866,1.36944424378849,240.304911470576,1.21027681064243,4,"West"
"all","2013","Arkansas",218.523885266815,0.931699171771549,239.89052210005,0.854201432142099,4,"South"
"all","2013","California",212.545967893063,1.22724885461651,233.654464624413,1.21647929563877,4,"West"
"all","2013","Colorado",226.663219629357,1.04118915753878,246.975708032011,0.839330821625153,4,"West"
"all","2013","Connecticut",229.58159936534,0.928262716400962,243.440297394202,0.91509910206188,4,"Northeast"
"all","2013","Delaware",225.77165116252,0.767733797117401,243.107758182676,0.651657599912155,4,"South"
"all","2013","District of Columbia",205.613936927868,0.923546563996019,228.567253872576,0.681984617074942,4,"South"
"all","2013","DoDEA",232.112318231811,0.573326121369371,245.011026513753,0.434166898185959,4,"Other"
"all","2013","Florida",227.46317661052,1.07418375945364,241.675809566843,0.765359282896757,4,"South"
"all","2013","Georgia",221.836712514568,1.10118587764561,240.04723664593,0.957317391459656,4,"South"
"all","2013","Hawaii",214.843879930676,1.03513160265181,243.308618941163,0.756949158119089,4,"West"
"all","2013","Idaho",219.302985951792,0.941439613006118,240.722019842936,0.897086997491934,4,"West"
"all","2013","Illinois",218.540183872207,1.36837505285233,239.000204017003,1.16593545371775,4,"Midwest"
"all","2013","Indiana",225.332340846939,1.02609394857094,248.596777358002,0.942875703017379,4,"Midwest"
"all","2013","Iowa",223.815804634611,1.14942736830797,245.793505546843,0.915863176216969,4,"Midwest"
"all","2013","Kansas",223.386368779104,1.25235388818006,246.185701870944,0.772232332603704,4,"Midwest"
"all","2013","Kentucky",224.427540486587,1.17459270187697,241.469926794712,0.894873278708187,4,"South"
"all","2013","Louisiana",210.454963224321,1.28842315179744,231.36630864379,1.19951235621704,4,"South"
"all","2013","Maine",224.833289019918,0.856625138569291,245.847001798672,0.698687648024899,4,"Northeast"
"all","2013","Maryland",232.055973147422,1.327497667967,245.169379546775,1.30683112066651,4,"South"
"all","2013","Massachusetts",232.373155972773,1.13201208644254,253.033785201779,1.0077209990703,4,"Northeast"
"all","2013","Michigan",217.36516772932,1.41196476362303,236.819778402754,1.13465390016969,4,"Midwest"
"all","2013","Minnesota",227.030741772012,1.21935347460662,253.420961133202,1.13718967460336,4,"Midwest"
"all","2013","Mississippi",208.518536453726,0.941642579823211,231.105721411129,0.737677594435336,4,"South"
